search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data scientist,Ionic Developer,Divtechnosoft,India,N/A,Not disclosed,Not mentioned,"Design, develop, and maintain hybrid mobile applications using  Ionic (v4 and above) and  Angular  . 
 Integrate RESTful APIs and third-party libraries. 
 Collaborate with backend developers and UI/UX designers to improve usability. 
 Optimize applications for maximum...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6969478073423181335,"ability, ai, api, apis, bi, maintain, mobile, mobile applications, restful apis, usability",False
data scientist,Magento Developer,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop, customize, and maintain  Magento 2 websites  . 
# Build and implement custom  themes, templates, modules, and extensions  . 
# Integrate  third-party tools/APIs  such as payment gateways, shipping services, CRMs, and ERPs. 
# Optimize websites for  speed, ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-497697511188549339,"ai, api, apis, maintain, tools apis",False
data scientist,AWS Developer,TheRapidHire Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and deploy cloud-based applications using  AWS services  . 
# Build and manage scalable, reliable, and secure cloud architectures. 
# Develop  serverless applications  using  AWS Lambda  ,  API Gateway  , and  DynamoDB  . 
# Integrate AWS services ...",2025-10-29T13:08:39.5830000,https://jooble.org/jdp/3215968127688393778,"api, aws, cloud, server",False
data scientist,Junior Rails Developer,BitCot Technologies,India,N/A,Not disclosed,Not mentioned,"...documented code. 
# Collaborate with designers, front-end developers, and senior engineers to deliver high-quality solutions. 
# Integrate  data  from third-party APIs and external services. 
# Maintain and optimize databases (MySQL/PostgreSQL). 
# Troubleshoot, debug, and...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/4642167357335418180,"ai, api, apis, data, database, databases, maintain, mysql, mysql postgresql, optimize data, party apis, postgresql, sql",False
data scientist,Sr. Developer,Stridely Solutions,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  ETL processes  using  Oracle  Data  Integrator (ODI) . 
# Write, optimize, and troubleshoot  complex PL/SQL queries, stored procedures, packages, and triggers  . 
# Work on  data warehousing solutions  , including  data modeling, schema...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-657969920278422205,"ai, data, data modeling, data warehousing, etl, etl processes, maintain, pl sql, sql, sql queries",False
data scientist,Sr. Developer,Stridely Solutions,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and implement  interactive dashboards, reports, and  data  visualizations  using Power BI. 
# Create and optimize  DAX queries and data models  for performance and usability. 
# Develop and maintain  ETL solutions using SSIS  , ensuring data is extracted...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3282894675572792814,"ability, ai, bi, data, data models, etl, maintain, power, power bi, usability",False
data scientist,Sr. Developer,Stridely Solutions,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain   data  pipelines and data warehouse solutions  using  Snowflake  . 
# Write and optimize  PL/SQL queries, stored procedures, and functions  for large-scale datasets. 
# Implement  data models  (star schema, snowflake schema, dimensional...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/1371325635356363478,"ai, data, data models, datasets, maintain, pipeline, pipelines, pl sql, sql, sql queries",False
data scientist,ASO developer,Tagline Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain advanced iOS applications. 
# Collaborate with UI/UX designers, backend developers, and QA teams. 
# Integrate APIs, third-party libraries, and cloud services. 
# Ensure app performance, responsiveness, and quality. 
# Identify and fix...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2169417707594062315,"ai, api, apis, cloud, integrate apis, maintain, maintain advanced",False
data scientist,HCL Commerce Developer,BlueSky Commerce,India,N/A,Not disclosed,Not mentioned,"...project delivery team and other third-party development teams as needed. 
 Design and implement continuous-integration (CI) for on-going  data  and process flows for order information, catalog and customer data updates, and scheduled deployments of code and managed content....",2025-12-09T14:05:05.0330000,https://jooble.org/jdp/-4644488925001924896,data,False
data scientist,AWS Developer,Jivo Care,India,N/A,Not disclosed,Not mentioned,"# Design, build, and maintain cloud infrastructure using AWS services (EC2, S3, RDS, Lambda, CloudFormation, etc.). 
# Develop and manage  CI/CD pipelines  for automated deployment and integration. 
# Monitor system performance and troubleshoot issues related to cloud...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7234715932146918899,"ai, aws, cd pipelines, cloud, cloud infrastructure, maintain, pipeline, pipelines, using aws",False
data scientist,Ionic Developer,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"Develop cross-platform mobile apps using  Ionic (v4/v5/v6) and  Angular/React 
 Build and maintain clean, reusable code 
 Integrate REST APIs and third-party plugins 
 Collaborate with backend developers, designers, and project managers 
 Test and debug apps for performance...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5633106395213807763,"ai, api, apis, bi, maintain, maintain clean, mobile, mobile apps, platform mobile, rest apis",False
data scientist,HubSpot Developer (CRM),UpRango Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...landing pages using HubL, HTML, CSS, and JavaScript. 
# Integrate HubSpot with third-party tools via APIs and webhooks. 
# Manage CRM  data,  including imports, deduplication, segmentation, and optimization. 
# Implement and optimize lead nurturing campaigns and email...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-1776378782550440750,"ai, api, apis, campaigns, data, email, html, ml",False
data scientist,Sitefinity Developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,4 years,"Role: Sitefinity Developer / Architect (Backend-Focused Full Stack)
 Experience:  2–4 Years 
 Location:  Mumbai (Work from Office)
 Notice Period:  Immediate / Short Joiners Preferred 
 Responsibilities 
# Develop, customize, and enhance Sitefinity CMS websites, modules...",2025-12-15T17:30:59.4770000,https://jooble.org/jdp/4588929386891601146,"ai, bi, mumbai, responsibilities",False
data scientist,Purchase Engineer,Aditi Toys Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Identify, evaluate, and select  suppliers/vendors  for engineering materials and components 
# Negotiate  prices, contracts, and payment terms  with suppliers 
# Manage  procurement of raw materials, spares, and consumables  for production 
# Ensure timely  purchase...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7845319627656641923,Not mentioned,False
data scientist,Junior QC Engineer,Intricast Private Limited,India,N/A,Not disclosed,Not mentioned,"# Perform  daily inspection  of raw materials, in-process, and finished products 
# Operate and handle  measuring instruments  (Vernier, Micrometer, Height Gauge, etc.)
# Prepare and maintain  inspection records & QC reports 
# Support senior QC engineers in  testing...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6155827274597146509,"ai, daily, maintain",False
data scientist,QC Engineer,Macpower CNC Machines Limited,India,N/A,Not disclosed,Not mentioned,"# Conduct  quality inspections  of raw materials, in-process products, and finished goods. 
# Perform  material and product testing  according to defined standards and specifications. 
# Prepare and maintain  QC documentation  , test reports, and records. 
# Implement...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5330542008359971473,"ai, maintain",False
data scientist,Engineer Trainee,Prozeal Green Energy Limited,India,N/A,Not disclosed,Not mentioned,"# Assist in  daily engineering operations  under the supervision of senior engineers. 
# Learn and participate in  production, quality, and maintenance activities. 
# Support in  machine setup, process monitoring, and troubleshooting  . 
# Prepare and maintain  daily...",2025-10-29T13:08:38.6430000,https://jooble.org/jdp/-5337305777607952851,"ai, daily, maintain, maintenance",False
data scientist,O&M Engineers,Prozeal Green Energy Limited,India,N/A,Not disclosed,Not mentioned,"# Perform  operation and maintenance  of electrical, mechanical, or instrumentation systems (depending on domain). 
# Conduct  preventive, predictive, and breakdown maintenance  as per schedules. 
# Monitor machine performance and ensure equipment runs efficiently. 
...",2025-10-29T13:08:38.7470000,https://jooble.org/jdp/3231495782787421873,"ai, breakdown maintenance, maintenance",False
data scientist,Oracle Fusion Cloud Functional Consultant,White Force Outsourcing Pvt Ltd,India,N/A,$20k,10+ years,"Experience:  10+ Years 
 Work Location:  Abu Dhabi – Onsite 
 Project Type:  Long-Term 
 Joining:  Within 30 Days (Mandatory)
 Employment Type:  Full-time 
 Salary:  AED (Negotiable)

 Role Overview 
 We are hiring  senior Oracle Fusion Cloud Functional Consultants...",2025-12-30T18:27:34.3700000,https://jooble.org/jdp/396430859744347575,"bi, cloud",False
data scientist,Shopify Developer,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop, customize, and maintain Shopify themes using Liquid, HTML, CSS, and JavaScript. 
# Take an AI-first approach to optimize development workflows, automation, and client solutions. 
# Translate business requirements into high-quality eCommerce solutions. 
# Work...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-1789553213728270051,"ai, html, maintain, ml",False
data scientist,Shopify Developer,SpryBit,India,N/A,Not disclosed,Not mentioned,"...# Integrate third-party apps and custom features as per client requirements. 
# Work with APIs for Shopify and other platforms for  data  integration. 
# Optimize site performance, speed, and overall user experience. 
# Troubleshoot and resolve issues related to Shopify...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6474334514503575878,"api, apis, data, user experience",False
data scientist,HMC / VMC Programmer,Rajan Techno Cast Private Limited,India,N/A,Not disclosed,Not mentioned,"# Develop CNC programs for HMC/VMC machines using CAM software (e.g., Mastercam, NX, SolidCAM)
# Set up tools, fixtures, and workpieces for machining operations 
# Read and interpret engineering drawings and GD&T symbols 
# Optimize machining cycles for productivity ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/493832542139024445,Not mentioned,False
